Codigo_Sucursal,Fecha_Venta,Codigo_Producto,Unidades_Vendidas,Total
6,15/03/2023,P041436,144,541.7
6,15/03/2023,P165627,744,604.8
5,15/03/2023,P407780,720,2229.75
9,15/03/2023,P513865,144,549
4,15/03/2023,P958288,12,9.6
9,15/03/2023,P715789,9993,39514.7
5,15/03/2023,P041436,108,407.65
11,15/03/2023,P966547,144,563.1
12,15/03/2023,P165627,168,134.4
1,15/03/2023,P165627,612,488.4
5,15/03/2023,P715789,5726,22574
11,15/03/2023,P715789,168,678.5
4,15/03/2023,P165627,36,28.8
6,15/03/2023,P958288,744,604.8
6,16/03/2023,P105400,120,385.95
12,16/03/2023,P105400,158,487.55
9,16/03/2023,P715789,864,3665.85
1,16/03/2023,P165627,204,163.2
1,16/03/2023,P958288,60,48
5,16/03/2023,P185447,660,490.5
4,16/03/2023,P715789,48,201.95
12,16/03/2023,P185447,12,9
11,16/03/2023,P958288,24,19.2
1,16/03/2023,P513865,72,274.5
5,16/03/2023,P165627,53,46
1,16/03/2023,P715789,3922,16653.2
1,16/03/2023,P966547,112,476.8
1,16/03/2023,P105400,408,1260.3
4,16/03/2023,P105400,264,811.65
11,16/03/2023,P407780,180,553.5
12,16/03/2023,P513865,18,69.3
6,16/03/2023,P639991,6,25.2
6,16/03/2023,P958288,12,13.2
1,16/03/2023,P185447,48,36
4,16/03/2023,P185447,84,67.2
5,16/03/2023,P966547,828,3262.1
11,16/03/2023,P966547,253,1013.35
12,16/03/2023,P715789,2025,8280.25
6,16/03/2023,P407780,84,258.15
6,16/03/2023,P165627,24,22.8
6,16/03/2023,P041436,360,1368
1,16/03/2023,P407780,396,1220.85
5,16/03/2023,P715789,26223,111414.95
11,16/03/2023,P105400,324,995.4
4,16/03/2023,P407780,252,806.55
5,16/03/2023,P513865,36,137.7
1,16/03/2023,P639991,12,36
11,16/03/2023,P715789,130,548.9
6,16/03/2023,P715789,3821,16236.3
6,16/03/2023,P185447,24,22.2
9,16/03/2023,P966547,192,804.4
9,16/03/2023,P105400,1380,4290.15
12,16/03/2023,P165627,300,240
9,16/03/2023,P407780,288,890.55
12,16/03/2023,P407780,152,468.95
12,16/03/2023,P958288,48,38.4
5,16/03/2023,P105400,12,37.2
9,16/03/2023,P513865,24,92.4
11,16/03/2023,P165627,36,28.8
5,16/03/2023,P958288,312,279.6
9,16/03/2023,P185447,6,4.5
4,17/03/2023,P185447,12,9
5,17/03/2023,P715789,3276,13931.7
5,17/03/2023,P105400,120,407.25
1,17/03/2023,P407780,612,1879.2
4,17/03/2023,P407780,12,37.2
4,17/03/2023,P165627,36,28.8
9,17/03/2023,P966547,2,8.4
11,17/03/2023,P958288,228,190.8
11,17/03/2023,P513865,612,2333.7
6,17/03/2023,P105400,78,239.55
6,17/03/2023,P407780,78,239.55
9,17/03/2023,P715789,749,3183.25
9,17/03/2023,P407780,156,479.1
9,17/03/2023,P185447,606,452.1
4,17/03/2023,P513865,24,91.5
5,17/03/2023,P041436,360,1404.45
12,17/03/2023,P958288,48,38.4
1,17/03/2023,P715789,828,3504.65
1,17/03/2023,P105400,444,1370.1
4,17/03/2023,P958288,48,38.4
5,17/03/2023,P165627,12,9.6
1,17/03/2023,P966547,240,998
5,17/03/2023,P407780,102,356.85
6,17/03/2023,P513865,738,2814.3
11,17/03/2023,P165627,300,248.4
12,17/03/2023,P715789,36,153
5,17/03/2023,P966547,194,818.2
9,17/03/2023,P639991,60,178.2
5,17/03/2023,P185447,36,27
6,17/03/2023,P715789,2515,10702.95
9,17/03/2023,P105400,162,497.7
12,17/03/2023,P105400,138,432.75
1,17/03/2023,P165627,144,115.2
11,17/03/2023,P966547,60,250
12,17/03/2023,P407780,42,137.4
12,17/03/2023,P165627,132,105.6
1,17/03/2023,P639991,600,1800
1,17/03/2023,P185447,612,463.2
11,17/03/2023,P715789,30,127.5
11,17/03/2023,P105400,24,74.4
1,17/03/2023,P958288,144,115.2
4,17/03/2023,P105400,60,186
11,17/03/2023,P407780,12,37.2
11,17/03/2023,P639991,12,36
9,17/03/2023,P513865,72,274.5
1,17/03/2023,P513865,12,46.2
9,17/03/2023,P229767,2,9.4
6,18/03/2023,P513865,2406,9173.1
12,18/03/2023,P715789,597,2677.65
12,18/03/2023,P407780,174,534.9
12,18/03/2023,P165627,24,19.2
1,18/03/2023,P513865,12,46.2
1,18/03/2023,P715789,868,3659.1
1,18/03/2023,P105400,396,1218.6
1,18/03/2023,P185447,96,72
4,18/03/2023,P715789,54,237.95
1,18/03/2023,P165627,144,115.2
4,18/03/2023,P407780,3,12.9
4,18/03/2023,P165627,36,28.8
6,18/03/2023,P105400,72,253.05
1,18/03/2023,P407780,252,776.7
5,18/03/2023,P966547,480,1996
12,18/03/2023,P958288,36,28.8
6,18/03/2023,P958288,72,57.6
11,18/03/2023,P966547,119,495.8
11,18/03/2023,P165627,168,135.25
6,18/03/2023,P715789,156,685.35
6,18/03/2023,P185447,48,36
9,18/03/2023,P105400,372,1176.3
12,18/03/2023,P105400,378,1160.55
4,18/03/2023,P513865,78,297.6
11,18/03/2023,P958288,96,77.65
12,18/03/2023,P185447,264,198
6,18/03/2023,P165627,132,115.2
6,18/03/2023,P407780,72,253.05
9,18/03/2023,P407780,576,1769.85
9,18/03/2023,P185447,72,61.2
1,18/03/2023,P966547,96,399.2
5,18/03/2023,P715789,846,3581.15
1,18/03/2023,P958288,24,19.2
5,18/03/2023,P513865,48,183
11,18/03/2023,P715789,138,580.9
11,18/03/2023,P185447,72,54
6,18/03/2023,P041436,6,22.8
9,18/03/2023,P966547,96,427.7
11,18/03/2023,P513865,66,261.6
6,20/03/2023,P165627,24,19.2
9,20/03/2023,P165627,6,6.6
1,20/03/2023,P715789,2652,11247.45
1,20/03/2023,P185447,120,90
4,20/03/2023,P185447,24,26.4
1,20/03/2023,P639991,60,178.2
5,20/03/2023,P715789,1647,7653.9
11,20/03/2023,P105400,36,111.6
11,20/03/2023,P165627,72,57.6
12,20/03/2023,P958288,84,67.2
5,20/03/2023,P105400,144,444.15
4,20/03/2023,P105400,744,2283.9
11,20/03/2023,P639991,12,36
5,20/03/2023,P639991,12,36
5,20/03/2023,P958288,24,22.8
6,20/03/2023,P185447,24,26.4
12,20/03/2023,P715789,80,337.95
12,20/03/2023,P185447,96,72
12,20/03/2023,P041436,12,45.6
1,20/03/2023,P407780,588,1809.3
11,20/03/2023,P513865,24,91.5
1,20/03/2023,P958288,36,28.8
9,20/03/2023,P105400,432,1336.95
4,20/03/2023,P407780,6,18.6
6,20/03/2023,P966547,96,399.2
12,20/03/2023,P407780,316,972.85
1,20/03/2023,P041436,12,45.6
1,20/03/2023,P165627,144,115.2
4,20/03/2023,P041436,6,22.8
12,20/03/2023,P513865,1,5.4
6,20/03/2023,P958288,24,19.2
9,20/03/2023,P958288,6,6.6
5,20/03/2023,P165627,36,28.8
11,20/03/2023,P041436,24,91.2
1,20/03/2023,P513865,144,554.6
4,20/03/2023,P513865,24,91.5
12,20/03/2023,P165627,180,144
4,20/03/2023,P715789,3271,13889.45
6,20/03/2023,P407780,156,479.1
11,20/03/2023,P958288,48,38.4
5,20/03/2023,P966547,210,902
5,20/03/2023,P041436,162,621.85
11,20/03/2023,P966547,30,136.2
5,20/03/2023,P407780,156,489
11,20/03/2023,P715789,480,2040
11,20/03/2023,P407780,72,223.2
5,20/03/2023,P513865,130,518
5,20/03/2023,P185447,252,193.2
6,20/03/2023,P715789,650,2735.85
6,20/03/2023,P105400,72,220.95
9,20/03/2023,P966547,48,199.6
12,20/03/2023,P105400,402,1234.95
6,20/03/2023,P513865,24,91.5
9,20/03/2023,P407780,432,1336.95
1,20/03/2023,P966547,264,1100.8
1,20/03/2023,P105400,780,2404.5
4,20/03/2023,P165627,108,86.4
1,21/03/2023,P958288,120,99.6
4,21/03/2023,P513865,30,123.9
5,21/03/2023,P041436,60,228
11,21/03/2023,P966547,81,340.2
1,21/03/2023,P105400,267,845.7
6,21/03/2023,P185447,1212,913.2
12,21/03/2023,P513865,72,274.5
12,21/03/2023,P966547,48,199.6
5,21/03/2023,P958288,696,552
11,21/03/2023,P958288,96,84.3
5,21/03/2023,P513865,312,1198.7
6,21/03/2023,P958288,240,192
6,21/03/2023,P966547,96,399.2
1,21/03/2023,P407780,528,1627.8
4,21/03/2023,P165627,12,9.6
11,21/03/2023,P715789,2476,10523
12,21/03/2023,P958288,468,376.1
9,21/03/2023,P966547,96,399.2
1,21/03/2023,P966547,12,70.8
5,21/03/2023,P639991,480,1425.6
9,21/03/2023,P513865,24,91.5
6,21/03/2023,P105400,444,1362.9
9,21/03/2023,P165627,60,55.2
12,21/03/2023,P105400,126,402.6
11,21/03/2023,P185447,48,36.25
5,21/03/2023,P105400,444,1395
5,21/03/2023,P407780,252,838.65
5,21/03/2023,P165627,1008,801.6
11,21/03/2023,P105400,30,93
11,21/03/2023,P165627,144,126.3
4,21/03/2023,P966547,24,100.8
4,21/03/2023,P105400,240,751.65
11,21/03/2023,P407780,136,419.35
1,21/03/2023,P513865,24,92.4
4,21/03/2023,P715789,270,1142.9
1,21/03/2023,P715789,528,2244
5,21/03/2023,P966547,432,1798.4
9,21/03/2023,P185447,712,568.7
12,21/03/2023,P715789,204,858.8
12,21/03/2023,P407780,174,546.6
12,21/03/2023,P185447,32,24
1,21/03/2023,P185447,72,54
6,21/03/2023,P715789,1686,7155.5
6,21/03/2023,P407780,288,883.8
6,21/03/2023,P165627,180,144
9,21/03/2023,P715789,816,3468
9,21/03/2023,P407780,24,74.4
12,21/03/2023,P165627,684,548.9
1,21/03/2023,P165627,288,230.4
9,21/03/2023,P958288,48,45.6
9,22/03/2023,P105400,72,223.2
12,22/03/2023,P105400,40,124
9,22/03/2023,P966547,72,302.4
11,22/03/2023,P715789,2748,11674.9
5,22/03/2023,P715789,96,403.9
5,22/03/2023,P185447,12,13.2
11,22/03/2023,P165627,300,240
1,22/03/2023,P105400,1974,6110.4
6,22/03/2023,P185447,144,116.4
4,22/03/2023,P966547,24,100.8
1,22/03/2023,P185447,6,6.6
6,22/03/2023,P407780,24,85.2
12,22/03/2023,P407780,200,615.5
4,22/03/2023,P513865,72,274.5
5,22/03/2023,P966547,578,2407
5,22/03/2023,P041436,78,302.65
12,22/03/2023,P165627,840,672
4,22/03/2023,P185447,216,162
6,22/03/2023,P165627,24,19.2
5,22/03/2023,P958288,396,342
6,22/03/2023,P513865,42,160.8
12,22/03/2023,P185447,564,437.4
1,22/03/2023,P407780,1332,4120.2
4,22/03/2023,P105400,126,395.55
4,22/03/2023,P165627,132,109.2
5,22/03/2023,P513865,24,91.5
12,22/03/2023,P958288,840,672
5,22/03/2023,P407780,902,2769.2
5,22/03/2023,P165627,108,108
11,22/03/2023,P966547,52,216.4
11,22/03/2023,P041436,24,91.2
11,22/03/2023,P513865,48,183
12,22/03/2023,P229767,6,20.1
12,22/03/2023,P041436,144,541.7
6,22/03/2023,P105400,72,220.95
9,22/03/2023,P041436,72,273.6
4,22/03/2023,P958288,36,32.4
6,22/03/2023,P715789,564,2397
12,22/03/2023,P715789,486,2051.05
5,22/03/2023,P105400,828,2542.05
11,22/03/2023,P105400,24,74.4
9,22/03/2023,P958288,30,30.9
11,22/03/2023,P407780,172,528.7
9,22/03/2023,P407780,72,223.2
9,22/03/2023,P165627,30,30.9
6,22/03/2023,P958288,12,9.6
1,22/03/2023,P966547,450,1892.2
1,22/03/2023,P041436,72,270.85
11,22/03/2023,P958288,300,240
12,22/03/2023,P513865,6,23.1
1,22/03/2023,P715789,768,3261.95
4,22/03/2023,P715789,583,2465.4
4,22/03/2023,P407780,48,148.8
4,23/03/2023,P958288,612,484.8
5,23/03/2023,P041436,72,273.6
5,23/03/2023,P165627,300,240
6,23/03/2023,P639991,120,356.4
11,23/03/2023,P185447,48,36
1,23/03/2023,P958288,220,186
5,23/03/2023,P407780,156,479.1
11,23/03/2023,P041436,9,34.2
9,23/03/2023,P105400,732,2266.95
1,23/03/2023,P185447,48,36
9,23/03/2023,P407780,444,1374.15
12,23/03/2023,P105400,130,415.15
1,23/03/2023,P966547,60,252
1,23/03/2023,P165627,180,144
4,23/03/2023,P966547,96,399.2
6,23/03/2023,P513865,2,10.8
9,23/03/2023,P513865,48,184.8
12,23/03/2023,P185447,24,26.4
1,23/03/2023,P513865,54,207
6,23/03/2023,P165627,84,75.6
1,23/03/2023,P715789,12,51
11,23/03/2023,P639991,6,18
12,23/03/2023,P513865,24,91.5
6,23/03/2023,P407780,144,441.9
9,23/03/2023,P715789,104,442
12,23/03/2023,P715789,51,219.95
5,23/03/2023,P105400,336,1034.85
11,23/03/2023,P715789,246,1045.5
11,23/03/2023,P165627,96,76.8
9,23/03/2023,P966547,144,602.8
1,23/03/2023,P639991,24,72
4,23/03/2023,P407780,156,479.1
4,23/03/2023,P165627,636,504
5,23/03/2023,P513865,24,91.5
6,23/03/2023,P105400,324,995.4
1,23/03/2023,P407780,552,1699.95
11,23/03/2023,P513865,4,15.4
12,23/03/2023,P958288,12,9.6
11,23/03/2023,P407780,100,307.75
1,23/03/2023,P105400,1140,3519.15
11,23/03/2023,P958288,144,115.2
12,23/03/2023,P407780,26,80.6
12,23/03/2023,P165627,36,28.8
4,23/03/2023,P513865,12,46.2
4,23/03/2023,P715789,144,607.9
4,23/03/2023,P105400,228,700.05
5,23/03/2023,P958288,720,576
4,24/03/2023,P185447,12,9
9,24/03/2023,P407780,264,813.9
12,24/03/2023,P165627,12,9.6
12,24/03/2023,P958288,12,9.6
1,24/03/2023,P958288,180,144
4,24/03/2023,P958288,24,26.4
11,24/03/2023,P165627,6,6.6
1,24/03/2023,P966547,24,100.8
1,24/03/2023,P105400,264,816.15
6,24/03/2023,P185447,36,27
5,24/03/2023,P165627,127,104.15
9,24/03/2023,P105400,192,590.7
6,24/03/2023,P513865,1464,5581.5
6,24/03/2023,P105400,66,233.4
12,24/03/2023,P105400,187,583.8
4,24/03/2023,P165627,60,55.2
9,24/03/2023,P513865,48,183
11,24/03/2023,P639991,60,178.2
4,24/03/2023,P407780,198,609.3
9,24/03/2023,P185447,12,12.15
5,24/03/2023,P407780,288,890.55
11,24/03/2023,P407780,202,621.7
5,24/03/2023,P105400,192,595.2
5,24/03/2023,P041436,12,45.6
12,24/03/2023,P407780,153,474.45
1,24/03/2023,P513865,12,46.2
6,24/03/2023,P407780,60,190.9
9,24/03/2023,P165627,12,9.6
9,24/03/2023,P958288,12,9.6
1,24/03/2023,P185447,60,66
5,24/03/2023,P966547,144,598.8
11,24/03/2023,P966547,92,389.5
11,24/03/2023,P715789,126,531.4
11,24/03/2023,P105400,18,55.8
11,24/03/2023,P185447,96,72
5,24/03/2023,P513865,6,23.1
6,24/03/2023,P966547,48,199.6
11,24/03/2023,P513865,12,46.2
9,24/03/2023,P966547,48,199.6
12,24/03/2023,P715789,159,673.95
1,24/03/2023,P165627,384,307.2
4,24/03/2023,P105400,156,479.1
1,24/03/2023,P407780,42,130.2
4,24/03/2023,P715789,66,343.5
5,24/03/2023,P958288,48,40.95
12,24/03/2023,P185447,30,24.6
1,25/03/2023,P639991,24,72
5,25/03/2023,P966547,6,25.2
9,25/03/2023,P407780,156,498
12,25/03/2023,P165627,84,67.2
1,25/03/2023,P185447,12,13.2
4,25/03/2023,P185447,120,90
12,25/03/2023,P407780,12,37.2
6,25/03/2023,P229767,6,22.8
9,25/03/2023,P966547,48,201.6
11,25/03/2023,P513865,30,114.6
6,25/03/2023,P105400,18,55.8
9,25/03/2023,P958288,60,66
12,25/03/2023,P958288,24,19.2
4,25/03/2023,P105400,12,37.2
11,25/03/2023,P639991,6,18
1,25/03/2023,P966547,48,199.6
12,25/03/2023,P715789,48,201.95
11,25/03/2023,P185447,24,18
6,25/03/2023,P185447,60,49.2
9,25/03/2023,P165627,60,66
1,25/03/2023,P513865,12,46.2
11,25/03/2023,P958288,72,57.6
12,25/03/2023,P185447,24,18
6,25/03/2023,P165627,24,26.4
5,25/03/2023,P958288,6,6.6
5,25/03/2023,P105400,6,18.6
1,25/03/2023,P958288,120,96
5,25/03/2023,P513865,144,549
11,25/03/2023,P165627,78,64.2
1,25/03/2023,P105400,264,813.9
1,25/03/2023,P407780,204,627.9
1,25/03/2023,P165627,420,336
9,25/03/2023,P105400,156,498
12,25/03/2023,P105400,372,1141.95
4,25/03/2023,P407780,12,37.2
4,27/03/2023,P513865,1248,4758.9
6,27/03/2023,P165627,1380,1094.4
11,27/03/2023,P958288,36,32.4
5,27/03/2023,P966547,60,250
5,27/03/2023,P041436,12,45.6
5,27/03/2023,P958288,216,176.4
4,27/03/2023,P105400,50,164.3
4,27/03/2023,P407780,18,55.8
1,27/03/2023,P105400,294,971.1
6,27/03/2023,P958288,648,513.6
4,27/03/2023,P958288,36,28.8
5,27/03/2023,P513865,84,328.95
5,27/03/2023,P407780,252,781.1
5,27/03/2023,P165627,408,326.4
11,27/03/2023,P407780,216,662.85
11,27/03/2023,P165627,36,32.4
5,27/03/2023,P185447,12,9
6,27/03/2023,P041436,18,68.4
9,27/03/2023,P105400,288,892.8
12,27/03/2023,P105400,367,1130.95
1,27/03/2023,P958288,36,28.8
6,27/03/2023,P966547,12,50.4
11,27/03/2023,P715789,96,403.9
1,27/03/2023,P165627,24,19.2
4,27/03/2023,P966547,12,50.4
6,27/03/2023,P513865,1230,4698.9
1,27/03/2023,P407780,216,669.6
4,27/03/2023,P715789,4,24
6,27/03/2023,P407780,12,37.2
12,27/03/2023,P407780,555,1707
1,27/03/2023,P513865,24,96.2
5,27/03/2023,P105400,156,479.1
9,27/03/2023,P407780,216,665.1
9,27/03/2023,P165627,6,6.6
12,27/03/2023,P165627,324,259.2
12,27/03/2023,P185447,262,210.5
1,27/03/2023,P966547,192,832.9
9,27/03/2023,P958288,6,6.6
4,27/03/2023,P165627,96,76.8
4,27/03/2023,P185447,96,93.35
12,27/03/2023,P715789,168,715.05
12,27/03/2023,P958288,252,201.6
6,27/03/2023,P105400,24,74.4
11,27/03/2023,P185447,72,54
11,27/03/2023,P513865,1332,5078.7
11,27/03/2023,P966547,104,446.4
11,27/03/2023,P105400,72,220.95
4,28/03/2023,P513865,96,366
4,28/03/2023,P407780,240,854.1
4,28/03/2023,P185447,96,72
1,28/03/2023,P105400,762,2349.15
5,28/03/2023,P407780,255,785.1
11,28/03/2023,P407780,144,441.9
1,28/03/2023,P958288,48,52.8
6,28/03/2023,P165627,228,203.65
9,28/03/2023,P966547,192,800.4
9,28/03/2023,P105400,216,667.35
9,28/03/2023,P041436,144,544.45
12,28/03/2023,P105400,37,120.7
1,28/03/2023,P165627,12,13.2
6,28/03/2023,P958288,156,142.45
11,28/03/2023,P715789,96,403.9
12,28/03/2023,P958288,12,9.6
5,28/03/2023,P105400,195,601.35
11,28/03/2023,P513865,420,1615.2
4,28/03/2023,P958288,12,13.2
6,28/03/2023,P966547,96,399.2
11,28/03/2023,P185447,61,67.1
12,28/03/2023,P966547,144,598.8
1,28/03/2023,P407780,828,2546.55
1,28/03/2023,P185447,72,54
1,28/03/2023,P513865,12,46.2
11,28/03/2023,P958288,120,108
5,28/03/2023,P165627,2893,2309.6
6,28/03/2023,P185447,24,26.4
6,28/03/2023,P513865,24,116.65
9,28/03/2023,P185447,600,445.5
5,28/03/2023,P958288,816,651.6
12,28/03/2023,P185447,132,99
4,28/03/2023,P105400,24,94.95
9,28/03/2023,P513865,24,91.5
11,28/03/2023,P165627,36,28.8
4,28/03/2023,P715789,490,2100
6,28/03/2023,P105400,156,479.1
6,28/03/2023,P407780,228,700.05
12,28/03/2023,P229767,6,20.1
5,28/03/2023,P513865,1080,4118.4
5,28/03/2023,P966547,2592,10878.4
9,28/03/2023,P407780,288,886.05
11,28/03/2023,P966547,222,975.4
11,28/03/2023,P041436,6,31.8
12,28/03/2023,P407780,56,173.6
12,28/03/2023,P165627,36,28.8
9,28/03/2023,P958288,20,22
9,29/03/2023,P966547,549,2323.5
4,29/03/2023,P185447,66,54.2
1,29/03/2023,P105400,372,1141.95
4,29/03/2023,P966547,48,199.6
4,29/03/2023,P105400,228,705.65
6,29/03/2023,P958288,540,432
4,29/03/2023,P639991,96,288.35
6,29/03/2023,P407780,72,220.95
6,29/03/2023,P165627,1056,844.8
9,29/03/2023,P407780,648,2008.8
5,29/03/2023,P041436,72,270.85
5,29/03/2023,P105400,914,2825.3
5,29/03/2023,P958288,12,13.2
9,29/03/2023,P185447,4,4.4
9,29/03/2023,P165627,24,19.2
12,29/03/2023,P165627,12,9.6
11,29/03/2023,P165627,144,115.2
6,29/03/2023,P041436,360,1368
1,29/03/2023,P715789,48,201.95
1,29/03/2023,P407780,72,220.95
5,29/03/2023,P407780,614,1889.9
5,29/03/2023,P165627,624,501.6
4,29/03/2023,P958288,36,30
9,29/03/2023,P105400,330,1051.9
5,29/03/2023,P185447,392,326.2
6,29/03/2023,P105400,234,740.25
11,29/03/2023,P185447,36,35.4
12,29/03/2023,P105400,24,74.4
6,29/03/2023,P513865,312,1198.5
9,29/03/2023,P513865,240,924
4,29/03/2023,P165627,48,39.6
9,29/03/2023,P958288,24,19.2
1,29/03/2023,P513865,12,46.2
4,29/03/2023,P715789,235,990.55
4,29/03/2023,P407780,288,883.8
6,29/03/2023,P639991,12,36
11,29/03/2023,P966547,96,399.2
11,29/03/2023,P958288,252,213.6
12,29/03/2023,P407780,32,99.2
6,29/03/2023,P966547,167,707.3
11,29/03/2023,P513865,96,366
5,29/03/2023,P513865,24,96.2
6,29/03/2023,P185447,24,26.4
1,30/03/2023,P185447,804,603
11,30/03/2023,P966547,61,262.7
1,30/03/2023,P407780,258,793.05
1,30/03/2023,P639991,12,36
6,30/03/2023,P407780,468,1491.75
6,30/03/2023,P165627,600,475.2
9,30/03/2023,P165627,24,26.4
11,30/03/2023,P185447,60,45
12,30/03/2023,P105400,85,262.45
12,30/03/2023,P165627,192,158.7
1,30/03/2023,P966547,60,252
5,30/03/2023,P407780,144,441.9
11,30/03/2023,P165627,132,105.6
11,30/03/2023,P958288,36,28.8
1,30/03/2023,P105400,288,890.55
6,30/03/2023,P185447,564,491.4
1,30/03/2023,P715789,3,14.55
5,30/03/2023,P639991,60,178.2
5,30/03/2023,P165627,600,475.2
5,30/03/2023,P958288,600,475.2
9,30/03/2023,P513865,246,947.4
1,30/03/2023,P958288,264,211.2
9,30/03/2023,P105400,144,444.15
9,30/03/2023,P407780,144,441.9
12,30/03/2023,P407780,16,49.6
1,30/03/2023,P513865,12,46.2
5,30/03/2023,P966547,3,17.7
11,30/03/2023,P715789,48,201.95
5,30/03/2023,P185447,12,13.2
5,30/03/2023,P105400,96,295.35
1,30/03/2023,P165627,264,211.2
5,30/03/2023,P513865,120,457.5
12,30/03/2023,P958288,108,91.5
4,30/03/2023,P185447,72,58.2
4,30/03/2023,P513865,48,196
6,30/03/2023,P966547,126,688.3
6,30/03/2023,P105400,804,2490.15
4,30/03/2023,P105400,6,18.6
9,30/03/2023,P185447,24,26.4
12,30/03/2023,P185447,6,6.6
12,30/03/2023,P513865,24,91.5
11,31/03/2023,P966547,12,50.4
1,31/03/2023,P185447,12,10.2
4,31/03/2023,P185447,43,34.7
12,31/03/2023,P165627,12,9.6
4,31/03/2023,P513865,132,505.1
6,31/03/2023,P958288,36,28.8
1,31/03/2023,P407780,144,444.15
4,31/03/2023,P165627,96,86.75
6,31/03/2023,P966547,6,35.4
6,31/03/2023,P041436,24,91.2
6,31/03/2023,P165627,156,124.8
11,31/03/2023,P513865,24,92.4
12,31/03/2023,P105400,70,237.55
11,31/03/2023,P407780,60,186
11,31/03/2023,P165627,66,52.8
5,31/03/2023,P958288,72,57.6
5,31/03/2023,P513865,48,183
9,31/03/2023,P185447,246,210.6
6,31/03/2023,P105400,48,148.8
9,31/03/2023,P966547,48,201.6
1,31/03/2023,P165627,192,154.8
4,31/03/2023,P407780,12,37.2
9,31/03/2023,P958288,6,5.4
11,31/03/2023,P105400,108,332.55
11,31/03/2023,P958288,24,19.2
5,31/03/2023,P105400,516,1583.85
6,31/03/2023,P407780,24,74.4
9,31/03/2023,P165627,6,5.4
5,31/03/2023,P966547,3840,16128
9,31/03/2023,P407780,78,249
12,31/03/2023,P407780,132,429.75
12,31/03/2023,P958288,12,9.6
4,31/03/2023,P958288,90,83.75
11,31/03/2023,P185447,24,18
1,31/03/2023,P105400,756,2325.6
1,31/03/2023,P041436,72,256.6
1,31/03/2023,P958288,120,96
5,31/03/2023,P407780,216,662.85
6,31/03/2023,P513865,1736,6618.8
12,31/03/2023,P185447,352,269.6
9,31/03/2023,P105400,144,446.4
5,01/04/2023,P966547,55,240.9
5,01/04/2023,P105400,150,460.5
1,01/04/2023,P966547,240,1006
5,01/04/2023,P958288,672,532.8
12,01/04/2023,P185447,348,261
6,01/04/2023,P715789,6,25.5
12,01/04/2023,P715789,144,605.85
6,01/04/2023,P165627,24,26.4
9,01/04/2023,P105400,432,1339.2
12,01/04/2023,P105400,24,74.4
1,01/04/2023,P407780,174,539.4
4,01/04/2023,P165627,60,54
5,01/04/2023,P513865,48,194.4
11,01/04/2023,P105400,90,279.45
12,01/04/2023,P958288,12,9.6
6,01/04/2023,P966547,84,358
6,01/04/2023,P105400,42,153.6
6,01/04/2023,P407780,54,175.5
9,01/04/2023,P165627,48,38.4
9,01/04/2023,P407780,504,1562.4
4,01/04/2023,P513865,24,91.5
9,01/04/2023,P958288,123,105.9
5,01/04/2023,P041436,78,286.6
5,01/04/2023,P165627,925,738.8
9,01/04/2023,P513865,48,183
11,01/04/2023,P958288,120,96
1,01/04/2023,P105400,312,962.7
5,01/04/2023,P407780,72,220.95
5,01/04/2023,P639991,24,72
11,01/04/2023,P407780,36,111.6
11,01/04/2023,P165627,720,576
1,01/04/2023,P513865,14,63.2
4,01/04/2023,P185447,12,9
11,01/04/2023,P966547,85,362.2
6,01/04/2023,P513865,66,255.6
12,01/04/2023,P165627,144,115.2
6,01/04/2023,P041436,360,1296
11,01/04/2023,P513865,168,645
1,03/04/2023,P513865,54,206.1
5,03/04/2023,P958288,612,484.8
12,03/04/2023,P185447,396,299.4
1,03/04/2023,P105400,528,1625.55
11,03/04/2023,P639991,5,15
6,03/04/2023,P165627,120,103.2
1,03/04/2023,P966547,102,436.6
6,03/04/2023,P513865,108,422.4
12,03/04/2023,P715789,5,21.25
11,03/04/2023,P105400,596,1831.85
4,03/04/2023,P513865,12,46.2
9,03/04/2023,P958288,12,13.2
1,03/04/2023,P958288,24,19.2
4,03/04/2023,P958288,60,55.2
5,03/04/2023,P513865,102,398.4
11,03/04/2023,P715789,96,403.9
6,03/04/2023,P105400,84,265.35
1,03/04/2023,P407780,792,2434.95
1,03/04/2023,P165627,144,115.2
4,03/04/2023,P407780,216,694.95
4,03/04/2023,P639991,1380,4140
4,03/04/2023,P165627,72,64.8
11,03/04/2023,P185447,96,72
5,03/04/2023,P185447,204,158.4
6,03/04/2023,P041436,30,116.4
4,03/04/2023,P185447,300,233.4
11,03/04/2023,P165627,84,67.2
6,03/04/2023,P958288,49,42.8
9,03/04/2023,P513865,28,107.8
6,03/04/2023,P407780,384,1179.15
6,03/04/2023,P185447,36,29.4
9,03/04/2023,P105400,2184,6736.65
9,03/04/2023,P407780,1080,3314.25
12,03/04/2023,P105400,488,1503.8
12,03/04/2023,P165627,1924,1529.6
4,03/04/2023,P715789,49,250.25
11,03/04/2023,P958288,84,67.2
1,03/04/2023,P185447,48,36
4,03/04/2023,P105400,288,915.9
11,03/04/2023,P407780,668,2052.8
12,03/04/2023,P513865,20,102.6
9,03/04/2023,P165627,156,128.4
12,03/04/2023,P407780,396,1218.6
1,03/04/2023,P041436,6,30
6,03/04/2023,P966547,43,192.5
11,03/04/2023,P513865,386,1486.1
1,03/04/2023,P639991,7,21
5,03/04/2023,P105400,198,609.3
