Codigo_Sucursal,Fecha_Venta,Codigo_Producto,Unidades_Vendidas,Total
11,27/01/2020,P105400,60,165
6,27/01/2020,P958288,1260,945
9,27/01/2020,P165627,240,180
12,27/01/2020,P958288,12,12.15
5,28/01/2020,P185447,384,230.4
1,28/01/2020,P165627,2424,1818
4,28/01/2020,P513865,55,163.6
5,28/01/2020,P269262,1,4.9
5,28/01/2020,P958288,84,63
1,28/01/2020,P958288,876,657
5,28/01/2020,P513865,132,392.5
11,28/01/2020,P407780,72,196
5,28/01/2020,P407780,666,1815.5
5,28/01/2020,P165627,326,244.5
11,28/01/2020,P105400,84,229
1,28/01/2020,P105400,456,1254
1,28/01/2020,P185447,72,43.2
4,28/01/2020,P185447,12,9.6
6,28/01/2020,P958288,48,36
9,28/01/2020,P105400,792,2215.6
6,28/01/2020,P105400,144,392
11,28/01/2020,P513865,12,36
6,28/01/2020,P185447,12,7.2
9,28/01/2020,P407780,72,199.6
9,28/01/2020,P165627,24,26.4
9,28/01/2020,P185447,48,28.8
12,28/01/2020,P407780,16,44
11,28/01/2020,P165627,24,18
11,28/01/2020,P185447,144,86.4
9,28/01/2020,P958288,24,26.4
12,28/01/2020,P105400,40,110
1,28/01/2020,P407780,1668,4571
4,28/01/2020,P407780,588,1611
6,28/01/2020,P165627,24,18
12,28/01/2020,P185447,344,206.4
5,28/01/2020,P105400,144,392
1,29/01/2020,P407780,1260,3457
4,29/01/2020,P165627,144,112.2
4,29/01/2020,P958288,144,112.2
5,29/01/2020,P185447,182,116.6
6,29/01/2020,P165627,156,126
9,29/01/2020,P105400,432,1209.6
11,29/01/2020,P967817,1,5.6
12,29/01/2020,P185447,96,57.6
11,29/01/2020,P407780,314,859.5
5,29/01/2020,P105400,216,655.5
6,29/01/2020,P407780,444,1235.4
6,29/01/2020,P958288,72,63
9,29/01/2020,P958288,642,496.2
11,29/01/2020,P105400,39,107.25
5,29/01/2020,P407780,1584,4316
12,29/01/2020,P513865,6,25.2
5,29/01/2020,P958288,612,454.5
6,29/01/2020,P185447,1344,823.2
9,29/01/2020,P185447,12,10.8
1,29/01/2020,P958288,72,79.2
6,29/01/2020,P105400,888,2434
6,29/01/2020,P041436,24,72
1,29/01/2020,P185447,168,127.2
4,29/01/2020,P105400,22,72
1,29/01/2020,P165627,1242,929.1
12,29/01/2020,P407780,12,33
12,29/01/2020,P165627,108,81
5,29/01/2020,P513865,48,144
11,29/01/2020,P185447,24,14.4
11,29/01/2020,P513865,6,18
9,29/01/2020,P165627,606,456.6
1,29/01/2020,P105400,1158,3189.4
11,29/01/2020,P165627,24,22.2
5,29/01/2020,P165627,1230,918
12,29/01/2020,P105400,12,33
5,30/01/2020,P958288,78,77.65
6,30/01/2020,P165627,816,672.8
11,30/01/2020,P958288,12,9
1,30/01/2020,P165627,768,576
9,30/01/2020,P958288,150,146.85
1,30/01/2020,P185447,12,9.6
4,30/01/2020,P185447,252,151.2
5,30/01/2020,P165627,192,161.35
1,30/01/2020,P958288,120,90
5,30/01/2020,P185447,648,388.8
9,30/01/2020,P105400,216,598.8
11,30/01/2020,P513865,12,36
5,30/01/2020,P407780,168,458
1,30/01/2020,P105400,734,2014.8
4,30/01/2020,P105400,2,7.8
9,30/01/2020,P513865,72,218.1
12,30/01/2020,P958288,12,9
1,30/01/2020,P407780,1560,4258
4,30/01/2020,P407780,168,458
12,30/01/2020,P165627,108,81
12,30/01/2020,P185447,336,201.6
6,30/01/2020,P105400,426,1171.5
11,30/01/2020,P185447,912,549.6
5,30/01/2020,P513865,39,132.85
11,30/01/2020,P105400,756,2090.8
11,30/01/2020,P407780,672,1848
1,30/01/2020,P513865,24,71.3
6,30/01/2020,P407780,42,115.5
5,30/01/2020,P105400,228,634.8
6,30/01/2020,P185447,84,52.8
9,30/01/2020,P185447,653,389.7
12,30/01/2020,P407780,140,383
4,30/01/2020,P165627,734,605.4
6,30/01/2020,P958288,612,480
11,30/01/2020,P165627,252,189
4,30/01/2020,P958288,866,759
12,30/01/2020,P105400,176,480
6,30/01/2020,P513865,24,71.3
5,31/01/2020,P407780,276,755
9,31/01/2020,P185447,6,5.4
12,31/01/2020,P185447,760,456
4,31/01/2020,P105400,6,16.5
11,31/01/2020,P407780,1812,4983
1,31/01/2020,P513865,18,55.8
11,31/01/2020,P185447,12,9.6
11,31/01/2020,P105400,1152,3168
4,31/01/2020,P165627,108,85.2
6,31/01/2020,P958288,12,9
9,31/01/2020,P958288,42,42
1,31/01/2020,P105400,1394,3841.1
6,31/01/2020,P185447,240,148.8
5,31/01/2020,P165627,372,279
5,31/01/2020,P105400,132,361
1,31/01/2020,P165627,60,47.4
11,31/01/2020,P513865,132,392.5
9,31/01/2020,P105400,288,804.4
9,31/01/2020,P407780,65,182
12,31/01/2020,P105400,20,55
4,31/01/2020,P513865,96,285.2
1,31/01/2020,P185447,576,348
4,31/01/2020,P407780,12,33
4,31/01/2020,P185447,72,48
6,31/01/2020,P513865,24,71.3
1,31/01/2020,P958288,48,38.4
4,31/01/2020,P958288,24,18
5,31/01/2020,P185447,276,165.6
6,31/01/2020,P105400,492,1351
6,31/01/2020,P407780,394,1083.5
6,31/01/2020,P165627,24,18
9,31/01/2020,P165627,24,18
12,31/01/2020,P165627,42,37.8
1,31/01/2020,P407780,1464,4033.6
5,31/01/2020,P513865,42,126
12,31/01/2020,P269262,2,9.8
12,31/01/2020,P407780,8,22
5,01/02/2020,P407780,5,13.75
5,01/02/2020,P185447,84,50.4
9,01/02/2020,P105400,288,802.4
12,01/02/2020,P105400,110,300.5
1,01/02/2020,P407780,1698,4676.4
4,01/02/2020,P165627,36,31.2
1,01/02/2020,P513865,24,71.3
4,01/02/2020,P185447,12,9.6
6,01/02/2020,P958288,192,144
5,01/02/2020,P105400,18,57.55
11,01/02/2020,P967817,1,4
11,01/02/2020,P958288,72,54
12,01/02/2020,P185447,48,28.8
12,01/02/2020,P165627,72,54
11,01/02/2020,P407780,75,207.7
1,01/02/2020,P165627,48,52.8
4,01/02/2020,P407780,12,46.8
12,01/02/2020,P958288,6,6.6
4,01/02/2020,P513865,6,25.2
1,01/02/2020,P958288,192,148.2
11,01/02/2020,P185447,132,79.2
5,01/02/2020,P165627,96,72
11,01/02/2020,P165627,72,54
12,01/02/2020,P513865,12,36
11,01/02/2020,P966547,2,7.8
1,01/02/2020,P185447,1200,712.8
6,01/02/2020,P165627,216,162
12,01/02/2020,P407780,92,251
11,01/02/2020,P715789,5,19.5
6,01/02/2020,P105400,125,347.5
4,01/02/2020,P958288,24,18
6,01/02/2020,P513865,84,249.9
1,01/02/2020,P105400,1605,4424.1
9,01/02/2020,P958288,12,13.2
5,01/02/2020,P513865,15,45
6,01/02/2020,P185447,348,219.6
6,01/02/2020,P407780,6,23.4
5,01/02/2020,P958288,12,9
11,01/02/2020,P105400,222,610.5
4,03/02/2020,P105400,4,15.6
11,03/02/2020,P165627,24,18
5,03/02/2020,P513865,39,116.3
6,03/02/2020,P185447,48,33.6
12,03/02/2020,P185447,1008,606
4,03/02/2020,P165627,60,45
4,03/02/2020,P513865,72,213.9
1,03/02/2020,P185447,2124,1267.2
6,03/02/2020,P105400,12,33
12,03/02/2020,P105400,144,394
5,03/02/2020,P165627,180,137.7
4,03/02/2020,P958288,48,36
11,03/02/2020,P407780,234,639.5
11,03/02/2020,P185447,144,91.2
11,03/02/2020,P105400,72,196
5,03/02/2020,P105400,343,968.75
12,03/02/2020,P407780,216,590
12,03/02/2020,P165627,132,99
6,03/02/2020,P958288,48,52.8
1,03/02/2020,P407780,144,394
5,03/02/2020,P958288,156,119.7
6,03/02/2020,P407780,318,880.3
6,03/02/2020,P165627,192,144
9,03/02/2020,P105400,1200,3360
6,03/02/2020,P513865,36,107.3
1,03/02/2020,P105400,444,1213
1,03/02/2020,P958288,660,495
5,03/02/2020,P407780,156,433.3
5,03/02/2020,P185447,192,115.2
12,03/02/2020,P958288,96,72
4,03/02/2020,P407780,15624,42966
4,03/02/2020,P185447,24,14.4
1,03/02/2020,P165627,132,104.4
11,03/02/2020,P958288,24,18
1,04/02/2020,P407780,162,445.5
1,04/02/2020,P165627,4248,3190.2
5,04/02/2020,P513865,216,672.6
11,04/02/2020,P185447,84,60
4,04/02/2020,P407780,15,41.25
6,04/02/2020,P105400,366,1006.5
6,04/02/2020,P407780,216,603.8
6,04/02/2020,P165627,36,36.05
6,04/02/2020,P185447,228,144
9,04/02/2020,P165627,24,26.4
12,04/02/2020,P105400,200,546
12,04/02/2020,P165627,832,619.5
1,04/02/2020,P105400,516,1419
11,04/02/2020,P407780,2088,5704
9,04/02/2020,P958288,24,26.4
4,04/02/2020,P185447,24,14.4
5,04/02/2020,P105400,295,845.85
1,04/02/2020,P958288,12,13.2
4,04/02/2020,P105400,12,33
6,04/02/2020,P958288,60,56.45
4,04/02/2020,P165627,60,60.05
9,04/02/2020,P105400,1248,3492.4
6,04/02/2020,P513865,720,2245.5
12,04/02/2020,P407780,200,546
1,04/02/2020,P185447,1980,1207.2
5,04/02/2020,P407780,432,1184
5,04/02/2020,P165627,1428,1062
11,04/02/2020,P105400,360,980
4,04/02/2020,P513865,48,142.6
5,04/02/2020,P958288,696,517.5
9,04/02/2020,P185447,1824,1098
12,04/02/2020,P185447,216,129.6
4,05/02/2020,P185447,1072,675.2
5,05/02/2020,P105400,6,23.4
6,05/02/2020,P958288,42,40.2
1,05/02/2020,P165627,420,315
1,05/02/2020,P185447,180,108
11,05/02/2020,P715789,5,19.5
12,05/02/2020,P165627,41,32.5
5,05/02/2020,P958288,472,358.7
6,05/02/2020,P105400,36,101.4
12,05/02/2020,P185447,156,93.6
4,05/02/2020,P105400,156,425
5,05/02/2020,P165627,1036,777.2
9,05/02/2020,P513865,144,434.7
6,05/02/2020,P407780,300,819.4
9,05/02/2020,P105400,702,1966.2
9,05/02/2020,P185447,12,10.8
1,05/02/2020,P407780,648,1772
4,05/02/2020,P407780,21600,59400
1,05/02/2020,P105400,1257,3432.75
1,05/02/2020,P958288,540,405
11,05/02/2020,P407780,6,16.5
11,05/02/2020,P185447,936,558
5,05/02/2020,P407780,78,212.5
11,05/02/2020,P165627,12,9
1,05/02/2020,P513865,4,16.8
12,05/02/2020,P958288,65,50.5
6,05/02/2020,P041436,6,20.4
11,05/02/2020,P958288,24,18
6,05/02/2020,P165627,84,73.8
6,05/02/2020,P185447,768,463.2
12,05/02/2020,P105400,78,212.5
5,05/02/2020,P513865,108,328.4
5,05/02/2020,P185447,84,50.4
6,06/02/2020,P513865,18,54
9,06/02/2020,P185447,120,72
4,06/02/2020,P513865,12,50.4
1,06/02/2020,P407780,1828,5041.4
4,06/02/2020,P407780,24,66
5,06/02/2020,P513865,60,180
11,06/02/2020,P185447,108,72
5,06/02/2020,P185447,300,180
9,06/02/2020,P105400,720,2016
5,06/02/2020,P105400,228,621
5,06/02/2020,P407780,540,1473
6,06/02/2020,P958288,144,115.35
11,06/02/2020,P105400,204,557
5,06/02/2020,P958288,496,372
6,06/02/2020,P407780,5544,15242
12,06/02/2020,P407780,163,446.25
12,06/02/2020,P165627,24,18
12,06/02/2020,P185447,222,134.4
1,06/02/2020,P105400,646,1786
6,06/02/2020,P165627,24,21.15
1,06/02/2020,P185447,744,442.8
1,06/02/2020,P958288,324,243
6,06/02/2020,P105400,72,196
12,06/02/2020,P513865,120,356.5
6,06/02/2020,P185447,132,80.4
12,06/02/2020,P105400,336,918
5,06/02/2020,P165627,696,522
11,06/02/2020,P407780,900,2471
1,06/02/2020,P165627,1284,963
4,06/02/2020,P165627,600,445.5
4,06/02/2020,P958288,600,445.5
5,07/02/2020,P407780,439,1207.25
12,07/02/2020,P513865,48,144
6,07/02/2020,P407780,16,61.3
5,07/02/2020,P958288,12,9
9,07/02/2020,P407780,2520,7052
12,07/02/2020,P165627,936,706.2
5,07/02/2020,P185447,192,120
1,07/02/2020,P185447,936,561.6
1,07/02/2020,P105400,1050,2877.5
4,07/02/2020,P105400,144,392
11,07/02/2020,P165627,12,9
9,07/02/2020,P185447,24,21.6
6,07/02/2020,P105400,792,2178
9,07/02/2020,P105400,1080,3020
5,07/02/2020,P513865,78,233.3
1,07/02/2020,P165627,1068,808.8
4,07/02/2020,P958288,84,71.4
11,07/02/2020,P185447,144,86.4
5,07/02/2020,P165627,24,18
12,07/02/2020,P958288,912,688.2
6,07/02/2020,P165627,84,70.5
12,07/02/2020,P105400,92,257.6
6,07/02/2020,P185447,12,9.6
6,07/02/2020,P513865,60,180
12,07/02/2020,P407780,101,288.25
12,07/02/2020,P185447,560,336
9,07/02/2020,P513865,24,72.45
11,07/02/2020,P407780,750,2042.5
6,07/02/2020,P958288,120,102.3
11,07/02/2020,P105400,72,198
1,07/02/2020,P407780,1506,4127.5
4,07/02/2020,P407780,216,588
4,07/02/2020,P165627,96,80.4
4,07/02/2020,P185447,12,9.6
5,07/02/2020,P105400,21,57.75
1,07/02/2020,P958288,12,13.2
4,07/02/2020,P513865,18,54
12,08/02/2020,P513865,24,71.3
12,08/02/2020,P407780,156,425
12,08/02/2020,P185447,540,324
1,08/02/2020,P958288,600,450
9,08/02/2020,P105400,96,266.8
11,08/02/2020,P185447,36,21.6
12,08/02/2020,P105400,117,328.95
4,08/02/2020,P513865,48,142.6
9,08/02/2020,P165627,712,535.2
11,08/02/2020,P105400,42,115.5
6,08/02/2020,P958288,24,18
9,08/02/2020,P958288,148,112.2
5,08/02/2020,P958288,60,45
4,08/02/2020,P958288,600,445.5
5,08/02/2020,P185447,108,64.8
6,08/02/2020,P105400,132,374.8
5,08/02/2020,P165627,72,54
6,08/02/2020,P407780,12,33
11,08/02/2020,P958288,12,9
1,08/02/2020,P185447,1884,1130.4
1,08/02/2020,P105400,976,2686.6
1,08/02/2020,P407780,1146,3151.5
1,08/02/2020,P165627,600,450
6,08/02/2020,P185447,84,58.85
5,08/02/2020,P513865,3,12.6
11,08/02/2020,P165627,12,9
6,08/02/2020,P165627,324,274.2
1,10/02/2020,P958288,348,261
11,10/02/2020,P185447,468,280.8
6,10/02/2020,P105400,144,392
6,10/02/2020,P041436,3,9
9,10/02/2020,P105400,504,1411.2
5,10/02/2020,P185447,396,237.6
11,10/02/2020,P407780,144,392
1,10/02/2020,P165627,60,45
1,10/02/2020,P105400,216,594
5,10/02/2020,P958288,384,288.25
12,10/02/2020,P513865,12,50.4
5,10/02/2020,P105400,570,1558.3
4,10/02/2020,P958288,1200,891
12,10/02/2020,P105400,110,307.4
5,10/02/2020,P407780,1800,4950
11,10/02/2020,P105400,288,786
11,10/02/2020,P165627,60,45
5,10/02/2020,P513865,126,374.5
1,10/02/2020,P185447,708,421.2
9,10/02/2020,P407780,309,865.2
12,10/02/2020,P407780,140,383
6,10/02/2020,P513865,552,1653.9
11,10/02/2020,P958288,60,45
6,10/02/2020,P185447,72,43.2
5,10/02/2020,P165627,384,288.25
4,10/02/2020,P185447,12,7.2
1,10/02/2020,P513865,24,71.3
6,10/02/2020,P165627,636,477
1,10/02/2020,P407780,324,887
4,10/02/2020,P165627,1200,891
12,10/02/2020,P185447,432,259.2
4,11/02/2020,P958288,240,180
1,11/02/2020,P958288,300,225
6,11/02/2020,P105400,12,33
6,11/02/2020,P958288,360,274.2
9,11/02/2020,P105400,1155,3316.5
9,11/02/2020,P958288,60,66
4,11/02/2020,P165627,168,128.4
5,11/02/2020,P513865,120,360
12,11/02/2020,P958288,10,10.45
5,11/02/2020,P958288,108,81
6,11/02/2020,P165627,132,103.2
5,11/02/2020,P105400,108,295
5,11/02/2020,P185447,1068,643.2
11,11/02/2020,P105400,26,71.5
11,11/02/2020,P185447,60,36
4,11/02/2020,P185447,120,76.8
12,11/02/2020,P105400,107,295.7
12,11/02/2020,P407780,104,284
1,11/02/2020,P105400,864,2374
1,11/02/2020,P165627,132,99
4,11/02/2020,P513865,48,142.6
1,11/02/2020,P407780,432,1186
5,11/02/2020,P165627,228,171
4,11/02/2020,P105400,96,262
6,11/02/2020,P513865,132,392.5
12,11/02/2020,P165627,46,37.45
9,11/02/2020,P165627,60,66
6,11/02/2020,P185447,96,60
12,11/02/2020,P185447,1280,773.2
5,12/02/2020,P105400,120,336.9
6,12/02/2020,P958288,667,563.95
12,12/02/2020,P165627,6,4.5
4,12/02/2020,P958288,60,66
11,12/02/2020,P105400,195,532.25
5,12/02/2020,P958288,108,85.2
11,12/02/2020,P958288,36,27
5,12/02/2020,P165627,633,477.6
9,12/02/2020,P105400,1284,3612.1
9,12/02/2020,P165627,132,102.15
9,12/02/2020,P958288,123,93.05
1,12/02/2020,P185447,300,180
1,12/02/2020,P958288,144,108
5,12/02/2020,P185447,36,24
11,12/02/2020,P165627,48,36
5,12/02/2020,P513865,24,71.3
11,12/02/2020,P513865,48,142.6
9,12/02/2020,P513865,48,144.9
12,12/02/2020,P185447,180,108
6,12/02/2020,P513865,7,24.6
1,12/02/2020,P513865,192,576
4,12/02/2020,P513865,26,79.7
6,12/02/2020,P165627,787,658.15
4,12/02/2020,P185447,60,43.2
12,12/02/2020,P407780,8,22
11,12/02/2020,P407780,51,140.25
11,12/02/2020,P185447,12,7.2
5,12/02/2020,P407780,72,196
6,12/02/2020,P185447,660,398.4
12,12/02/2020,P105400,20,55
1,12/02/2020,P105400,1098,3019.5
1,12/02/2020,P165627,624,468
4,12/02/2020,P105400,84,229
4,12/02/2020,P165627,12,13.2
1,13/02/2020,P958288,24,26.4
5,13/02/2020,P105400,246,681
11,13/02/2020,P165627,372,320.2
6,13/02/2020,P185447,144,86.4
11,13/02/2020,P958288,372,320.2
1,13/02/2020,P185447,24,19.2
4,13/02/2020,P185447,12,9.6
12,13/02/2020,P407780,8,22
6,13/02/2020,P105400,108,301.9
6,13/02/2020,P165627,120,90
9,13/02/2020,P165627,601,451.1
9,13/02/2020,P185447,600,360
5,13/02/2020,P165627,36,35.65
5,13/02/2020,P513865,6,25.2
9,13/02/2020,P513865,132,452.85
5,13/02/2020,P185447,60,36
6,13/02/2020,P958288,48,36
9,13/02/2020,P105400,1464,4099.2
12,13/02/2020,P958288,12,9
6,13/02/2020,P407780,12,33
12,13/02/2020,P185447,186,112.55
11,13/02/2020,P185447,36,21.6
11,13/02/2020,P105400,90,245.5
1,13/02/2020,P105400,384,1046
1,13/02/2020,P165627,132,145.2
6,13/02/2020,P513865,1248,3806.7
9,13/02/2020,P958288,631,476.6
12,13/02/2020,P105400,17,49.6
12,14/02/2020,P105400,16,44
1,14/02/2020,P105400,696,1910.8
6,14/02/2020,P513865,1,3
11,14/02/2020,P513865,24,71.3
1,14/02/2020,P165627,12,9
4,14/02/2020,P105400,24,66
4,14/02/2020,P185447,36,21.6
9,14/02/2020,P105400,2664,7457.2
5,14/02/2020,P165627,612,454.5
6,14/02/2020,P165627,96,80.4
1,14/02/2020,P958288,24,26.4
5,14/02/2020,P513865,6,18
11,14/02/2020,P185447,600,360
1,14/02/2020,P407780,216,590
4,14/02/2020,P165627,60,45
5,14/02/2020,P958288,612,458.7
12,14/02/2020,P185447,576,345.6
12,14/02/2020,P407780,8,22
12,14/02/2020,P165627,148,120.8
12,14/02/2020,P958288,682,527.3
6,14/02/2020,P958288,12,9
11,14/02/2020,P105400,30,82.5
11,14/02/2020,P165627,3048,2286
5,14/02/2020,P185447,120,72
4,14/02/2020,P958288,345,258.75
6,14/02/2020,P407780,5,13.75
4,14/02/2020,P513865,24,71.3
11,14/02/2020,P958288,1800,1350
1,14/02/2020,P185447,1140,680.4
5,15/02/2020,P513865,48,142.6
5,15/02/2020,P407780,2,5.5
11,15/02/2020,P105400,84,231
12,15/02/2020,P105400,47,132.7
9,15/02/2020,P105400,144,401.2
1,15/02/2020,P185447,24,14.4
1,15/02/2020,P105400,252,693
1,15/02/2020,P165627,96,76.2
12,15/02/2020,P513865,24,71.3
11,15/02/2020,P958288,12,9
5,15/02/2020,P958288,36,39.6
6,15/02/2020,P185447,312,189.6
9,15/02/2020,P185447,4,2.4
5,15/02/2020,P165627,48,52.8
9,15/02/2020,P513865,6,25.8
6,15/02/2020,P165627,12,10.2
12,15/02/2020,P165627,12,9
12,15/02/2020,P185447,60,36
4,15/02/2020,P958288,12,9
11,15/02/2020,P185447,36,21.6
11,15/02/2020,P165627,36,27
1,15/02/2020,P958288,36,27
5,15/02/2020,P185447,36,27.1
6,15/02/2020,P105400,216,588
6,15/02/2020,P958288,600,450
9,15/02/2020,P958288,12,13.2
1,15/02/2020,P407780,84,231
4,15/02/2020,P513865,48,142.6
9,15/02/2020,P165627,12,13.2
5,15/02/2020,P105400,168,458
5,17/02/2020,P165627,96,72
6,17/02/2020,P513865,12,36
11,17/02/2020,P165627,36,27
1,17/02/2020,P958288,540,405
9,17/02/2020,P105400,1080,3020
1,17/02/2020,P513865,24,71.3
4,17/02/2020,P185447,696,414
1,17/02/2020,P105400,228,621
6,17/02/2020,P958288,384,297
9,17/02/2020,P958288,482,404.9
1,17/02/2020,P185447,912,543.6
6,17/02/2020,P165627,144,114
5,17/02/2020,P958288,144,108
11,17/02/2020,P407780,36,99
4,17/02/2020,P958288,192,177.6
6,17/02/2020,P105400,32,99.9
11,17/02/2020,P185447,144,86.4
1,17/02/2020,P407780,6,16.5
1,17/02/2020,P165627,516,387
4,17/02/2020,P165627,156,121.2
5,17/02/2020,P105400,156,425
11,17/02/2020,P958288,36,27
12,17/02/2020,P185447,340,204
9,17/02/2020,P165627,518,423.5
6,17/02/2020,P185447,204,122.4
5,17/02/2020,P185447,984,586.8
4,17/02/2020,P513865,48,142.6
12,17/02/2020,P165627,324,243
11,17/02/2020,P105400,24,66
4,18/02/2020,P165627,362,301.6
1,18/02/2020,P185447,60,36
6,18/02/2020,P958288,156,117
5,18/02/2020,P165627,756,577.95
1,18/02/2020,P958288,24,22.2
9,18/02/2020,P105400,432,1209.6
11,18/02/2020,P185447,180,108
12,18/02/2020,P105400,12,33
6,18/02/2020,P105400,18,56.4
6,18/02/2020,P165627,1452,1088.7
11,18/02/2020,P513865,12,50.4
4,18/02/2020,P513865,384,1151.45
1,18/02/2020,P165627,648,494.1
5,18/02/2020,P105400,885,2413.2
11,18/02/2020,P105400,84,229
1,18/02/2020,P105400,360,984
11,18/02/2020,P407780,72,196
6,18/02/2020,P513865,12,36
5,18/02/2020,P185447,312,194.4
11,18/02/2020,P041436,24,72
5,18/02/2020,P513865,12,36
4,18/02/2020,P958288,350,288.4
12,18/02/2020,P165627,24,18
4,18/02/2020,P105400,14,38.5
6,18/02/2020,P185447,168,100.8
9,18/02/2020,P185447,240,144
5,18/02/2020,P958288,300,229.05
11,18/02/2020,P165627,156,117
11,18/02/2020,P958288,144,108
12,18/02/2020,P185447,230,142.05
12,18/02/2020,P513865,12,36
11,19/02/2020,P958288,24,20.4
1,19/02/2020,P185447,288,172.8
12,19/02/2020,P165627,12,13.2
4,19/02/2020,P513865,43,151.1
9,19/02/2020,P958288,12,13.2
4,19/02/2020,P958288,61,67.1
1,19/02/2020,P105400,230,633.6
12,19/02/2020,P513865,24,71.3
12,19/02/2020,P185447,60,36
6,19/02/2020,P165627,192,150.3
1,19/02/2020,P165627,288,216
5,19/02/2020,P105400,72,196
6,19/02/2020,P407780,24,66
4,19/02/2020,P165627,97,94.1
6,19/02/2020,P958288,216,168.3
6,19/02/2020,P513865,1200,3600
11,19/02/2020,P165627,24,20.4
11,19/02/2020,P185447,120,74.4
12,19/02/2020,P105400,36,99
6,19/02/2020,P105400,1236,3395
9,19/02/2020,P105400,614,1734.6
9,19/02/2020,P165627,6,6.6
6,19/02/2020,P185447,192,115.2
9,19/02/2020,P185447,72,43.2
5,19/02/2020,P165627,24,18
5,19/02/2020,P185447,84,50.4
1,20/02/2020,P105400,174,478.5
4,20/02/2020,P105400,6,16.5
11,20/02/2020,P958288,48,36
6,20/02/2020,P185447,108,67.2
4,20/02/2020,P513865,52,159.4
5,20/02/2020,P165627,1236,922.5
1,20/02/2020,P958288,276,207
4,20/02/2020,P165627,12,13.2
4,20/02/2020,P958288,12,13.2
11,20/02/2020,P185447,192,115.2
1,20/02/2020,P407780,5,13.75
1,20/02/2020,P185447,864,514.8
5,20/02/2020,P105400,290,789.5
6,20/02/2020,P105400,7200,19800
6,20/02/2020,P165627,48,44.4
5,20/02/2020,P513865,24,71.3
11,20/02/2020,P105400,18,49.5
6,20/02/2020,P958288,24,22.2
12,20/02/2020,P958288,36,39.6
11,20/02/2020,P165627,84,63
5,20/02/2020,P958288,1092,814.5
12,20/02/2020,P185447,276,172.8
9,20/02/2020,P165627,36,27
12,20/02/2020,P165627,24,18
1,20/02/2020,P165627,156,117
5,20/02/2020,P185447,120,72
4,21/02/2020,P105400,144,392
4,21/02/2020,P958288,84,63
6,21/02/2020,P513865,1980,6024.1
6,21/02/2020,P958288,120,90
5,21/02/2020,P105400,24,79.8
6,21/02/2020,P105400,14472,39796
6,21/02/2020,P407780,16,57.8
6,21/02/2020,P165627,192,144
5,21/02/2020,P958288,24,18
6,21/02/2020,P041436,40,120
12,21/02/2020,P185447,876,525.6
1,21/02/2020,P105400,732,2016.45
5,21/02/2020,P185447,36,21.6
11,21/02/2020,P407780,12,33
12,21/02/2020,P958288,36,30.4
11,21/02/2020,P958288,192,148.2
6,21/02/2020,P185447,36,24.4
9,21/02/2020,P105400,6336,17740.8
4,21/02/2020,P165627,240,180
5,21/02/2020,P165627,328,264.4
11,21/02/2020,P165627,192,148.2
1,21/02/2020,P958288,120,90
11,21/02/2020,P185447,120,76.8
4,21/02/2020,P513865,72,213.9
1,21/02/2020,P513865,24,71.3
9,21/02/2020,P185447,600,356.4
11,21/02/2020,P513865,12,36
12,21/02/2020,P105400,12,43.05
12,21/02/2020,P165627,99,78.5
1,21/02/2020,P185447,252,151.2
1,21/02/2020,P165627,324,243
5,21/02/2020,P513865,6,18
1,22/02/2020,P165627,474,357.6
1,22/02/2020,P958288,126,96.6
12,22/02/2020,P958288,54,51
5,22/02/2020,P105400,3684,10129
9,22/02/2020,P513865,24,73.2
6,22/02/2020,P185447,888,535.2
9,22/02/2020,P105400,3888,10862.4
9,22/02/2020,P165627,24,26.4
12,22/02/2020,P165627,114,96
1,22/02/2020,P185447,120,72
4,22/02/2020,P165627,24,18
5,22/02/2020,P185447,24,14.4
9,22/02/2020,P958288,22,24.2
4,22/02/2020,P185447,84,50.4
5,22/02/2020,P165627,12,13.2
6,22/02/2020,P407780,6,19.2
12,22/02/2020,P105400,44,121
1,22/02/2020,P105400,434,1191.8
5,22/02/2020,P958288,36,39.6
6,22/02/2020,P165627,240,187.35
11,22/02/2020,P958288,48,36
6,22/02/2020,P958288,72,57.15
11,22/02/2020,P165627,60,45
6,22/02/2020,P105400,96,275.8
11,22/02/2020,P513865,12,36
5,22/02/2020,P513865,102,303.2
11,22/02/2020,P185447,108,64.8
4,22/02/2020,P513865,24,71.3
12,22/02/2020,P185447,1258,751.2
5,24/02/2020,P185447,324,194.4
12,24/02/2020,P105400,112,308
5,24/02/2020,P958288,312,234
12,24/02/2020,P165627,60,49.2
1,24/02/2020,P165627,1296,963
4,24/02/2020,P105400,360,990
4,24/02/2020,P165627,1104,828
9,24/02/2020,P513865,12,36.6
4,24/02/2020,P185447,660,392.4
4,24/02/2020,P513865,120,356.5
11,24/02/2020,P958288,72,54
12,24/02/2020,P958288,12,9
5,24/02/2020,P105400,954,2605.5
6,24/02/2020,P105400,14952,41104
9,24/02/2020,P105400,288,798.4
5,24/02/2020,P513865,48,142.6
6,24/02/2020,P185447,156,93.6
